workout_name,rating_number,rating_name,workout_type,workout_muscle,workout_equipment,workout_level,workout_img_1,workout_img_2,muscle_group_img,instructions
Glute Bridge Hamstring Walkout,n/a,Not Yet Rated,Strength,Glutes,Body Only,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2823/Male/m/2823_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2823/Male/m/2823_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-14.gif,"1.)  Begin in a supine position on the floor. Bend both knees, placing your feet flat on the ground with your feet close to your glutes. This will be your starting position.

2.)  Initiate the exercise by extending the hips, driving your hips from the floor to perform a glute bridge. At the top of the motion, begin taking short, alternating steps. Continue until your legs are fully extended and your weight is supported on your heels.

3.)  Hold the walkout position briefly, and then alternate steps back in to return to the bridge position. Repeat for the desired number of repetitions.

"
Neck Bridge Supine,n/a,Not Yet Rated,Strength,Glutes,Body Only,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2853/Male/m/2853_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2853/Male/m/2853_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-14.gif,"1.)  Begin in a supine position on the floor. Bend both knees, placing your feet flat on the ground. This will be your starting position. 

2.)  Initiate the exercise by extending the hips, driving your hips from the floor to perform a glute bridge. As your back comes off of the ground, transition to supporting your weight on your head. 

3.)  Perform this movement slowly, backing off if any serious discomfort is felt. Hold the neck bridge for a period of time, and then carefully return your hips to the floor. 

"
Suspended Hip Thrust,n/a,Not Yet Rated,Strength,Glutes,Other,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3901/Male/m/3901_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3901/Male/m/3901_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-14.gif,"1.)   Lie on your back in front of suspension straps adjusted to 18 to 24 inches off of the ground. Place your feet in the straps, keeping your knees bent. This will be your starting position.

2.)  To perform the movement, raise your hips off the floor to full extension, pushing down through your feet. Pause at the top of the motion before returning to the starting position. 

"
Incline Hammer Curls,9.5,Excellent,Strength,Biceps,Dumbbell,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/882/Male/m/882_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/882/Male/m/882_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-15.gif,"1.) Seat yourself on an incline bench with a dumbbell in each hand. You should pressed firmly against he back with your feet together. Allow the dumbbells to hang straight down at your side, holding them with a neutral grip. This will be your starting position.

2.)  Initiate the movement by flexing at the elbow, attempting to keep the upper arm stationary.

3.)  Continue to the top of the movement and pause, then slowly return to the start position.

"
Wide-Grip Standing Barbell Curl,9.3,Excellent,Strength,Biceps,Barbell,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/287/Male/m/287_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/287/Male/m/287_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-15.gif,"1.)  Stand up with your torso upright while holding a barbell at the wide outer handle.  The palm of your hands should be facing forward.  The elbows should be close to the torso. This will be your starting position.

2.)  While holding the upper arms stationary, curl the weights forward while contracting the biceps as you breathe out.  Tip: Only the forearms should move.

3.)  Continue the movement until your biceps are fully contracted and the bar is at shoulder level.  Hold the contracted position for a second and squeeze the biceps hard.

4.)  Slowly begin to bring the bar back to starting position as your breathe in.

5.)  Repeat for the recommended amount of repetitions.

"
Spider Curl,9.2,Excellent,Strength,Biceps,E-Z Curl Bar,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/178/Male/m/178_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/178/Male/m/178_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-15.gif,"1.)  Start out by setting the bar on the part of the preacher bench that you would normally sit on.  Make sure to align the barbell properly so that it is balanced and will not fall off.

2.)  Move to the front side of the preacher bench (the part where the arms usually lay) and position yourself to lay at a 45 degree slant with your torso and stomach pressed against the front side of the preacher bench.

3.)  Make sure that your feet (especially the toes) are well positioned on the floor and place your upper arms on top of the pad located on the inside part of the preacher bench.

4.)  Use your arms to grab the barbell with a supinated grip (palms facing up) at about shoulder width apart or slightly closer from each other.

5.)  Slowly begin to lift the barbell upwards and exhale. Hold the contracted position for a second as you squeeze the biceps.

6.)  Slowly begin to bring the barbell back to the starting position as your breathe in.  .

7.)  Repeat for the recommended amount of repetitions.

"
EZ-Bar Curl,9.1,Excellent,Strength,Biceps,E-Z Curl Bar,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/210/Male/m/210_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/210/Male/m/210_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-15.gif,"1.) Stand up straight while holding an EZ curl bar at the wide outer handle.  The palms of your hands should be facing forward and slightly tilted inward due to the shape of the bar.  Keep your elbows close to your torso.  This will be your starting position.

2.) Now, while keeping your upper arms stationary, exhale and curl the weights forward while contracting the biceps.  Focus on only moving your forearms.

3.) Continue to raise the weight until your biceps are fully contracted and the bar is at shoulder level.  Hold the top contracted position for a moment and squeeze the biceps.

4.) Then inhale and slowly lower the bar back to the starting position.

5.) Repeat for the recommended amount of repetitions.

"
Hammer Curls,9.1,Excellent,Strength,Biceps,Dumbbell,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/147/Male/m/147_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/147/Male/m/147_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-15.gif,"1.)  Stand up with your torso upright and a dumbbell on each hand being held at arms length.  The elbows should be close to the torso.

2.)  The palms of the hands should be facing your torso.  This will be your starting position.

3.)  Now, while holding your upper arm stationary, exhale and curl the weight forward while contracting the biceps.  Continue to raise the weight until the biceps are fully contracted and the dumbbell is at shoulder level.  Hold the contracted position for a brief moment as you squeeze the biceps.  Tip: Focus on keeping the elbow stationary and only moving your forearm.

4.)  After the brief pause, inhale and slowly begin the lower the dumbbells back down to the starting position.

5.)  Repeat for the recommended amount of repetitions.

"
Zottman Curl,9.1,Excellent,Strength,Biceps,Dumbbell,Intermediate,https://www.bodybuilding.com/exercises/exerciseImages/sequences/204/Male/m/204_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/204/Male/m/204_3.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-15.gif,"1.)  Stand up with your torso upright and a dumbbell in each hand being held at arms length.  The elbows should be close to the torso.

2.)  Make sure the palms of the hands are facing each other.  This will be your starting position.

3.)  While holding the upper arm stationary, curl the weights while contracting the biceps as you breathe out.  Only the forearms should move.  Your wrist should rotate so that you have a supinated (palms up) grip.  Continue the movement until your biceps are fully contracted and the dumbbells are at shoulder level.

4.)  Hold the contracted position for a second as you squeeze the biceps.

5.)  Now during the contracted position, rotate your wrist until you now have a pronated (palms facing down) grip with the thumb at a higher position than the pinky.

6.)  Slowly begin to bring the dumbbells back down using the pronated grip.

7.)  As the dumbbells close your thighs, start rotating the wrist so that you go back to a neutral (palms facing your body) grip.

8.)  Repeat for the recommended amount of repetitions.

"
Biceps Curl To Shoulder Press,9.1,Excellent,Strength,Biceps,Dumbbell,Intermediate,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4101/Male/m/4101_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4101/Male/m/4101_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-15.gif,"1.)   Begin in a standing position with a dumbbell in each hand. Your arms should be hanging at your sides with your palms facing forward. Look directly ahead, keeping your chest up, with your feet shoulder-width apart. This will be your starting position.

2.)  Initiate the movement by flexing the elbows to curl the weight. Do not use momentum or flex through the shoulder, instead use a controlled motion. 

3.)  Execute the pressing movement by extending the arm, flexing and abducting the shoulder to rotate the arm as you press above your head. 

4.)  Pause at the top of the motion before reversing the movement to return to the starting position. Complete the desired number of repetitions before switching to the opposite side.

"
Concentration Curls,9,Excellent,Strength,Biceps,Dumbbell,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/136/Male/m/136_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/136/Male/m/136_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-15.gif,"1.) Sit down on a flat bench with one dumbbell in front of you between your legs.  Your legs should be spread with your knees bent and feet on the floor.

2.) Use your right arm to pick the dumbbell up.  Place the back of your right upper arm on the top of your inner right thigh.  Rotate the palm of your hand until it is facing forward away from your thigh.  Tip: Your arm should be extended and the dumbbell should be above the floor.  This will be your starting position.

3.) While holding the upper arm stationary, curl the weights forward while contracting the biceps as you breathe out.  Only the forearms should move.  Continue the movement until your biceps are fully contracted and the dumbbells are at shoulder level.  Tip: At the top of the movement make sure that the little finger of your arm is higher than your thumb.  This guarantees a good contraction.  Hold the contracted position for a second as you squeeze the biceps.

4.) Slowly begin to bring the dumbbells back to starting position as your breathe in.  Caution: Avoid swinging motions at any time.

5.) Repeat for the recommended amount of repetitions.  Then repeat the movement with the left arm.

"
